name,symbol,token
WATERBASE,WATERBASE-EQ,3745
EDUCOMP,EDUCOMP-BZ,21747
565TN25,565TN25-SG,4562
SHYAMCENT,SHYAMCENT-EQ,10188
ICICIALPLV,ICICIALPLV-BL,22346
744TS39,744TS39-SG,17224
UTIRPP36P1,UTIRPP36P1-MF,14401
SPIC,SPIC-BL,12773
INDIGRID,INDIGRID-NA,3418
DIVGIITTS,DIVGIITTS-BL,14486
PSB,PSB-BL,21004
SHAH,SHAH-BL,20299
646JK30,646JK30-SG,22303
689GA31,689GA31-SG,4750
GS100226C,GS100226C-GS,4341
66RJ30B,66RJ30B-SG,1422
HINDMOTORS,HINDMOTORS-EQ,21676
OAL,OAL-EQ,10768
SABTN,SABTN-BL,15059
BPF01D2G,BPF01D2G-MF,18166
MUTHOOTFIN,MUTHOOTFIN-EQ,23650
782RJ32,782RJ32-SG,11765
GS170624C,GS170624C-GS,4025
GLOBE,GLOBE-BL,401
67HR30,67HR30-SG,26
739TS59,739TS59-SG,22203
SGBAUG24,SGBAUG24-GB,18429
LINDEINDIA,LINDEINDIA-BL,12272
KEC,KEC-EQ,13260
RAMCOIND,RAMCOIND-BL,12702
TIPSFILMS,TIPSFILMS-BE,11378
593RJ25,593RJ25-SG,2665
KUANTUM,KUANTUM-EQ,13870
RUSHIL,RUSHIL-BL,24598
RAMAPHO,RAMAPHO-BL,10570
LEXUS,LEXUS-BE,14462
PVRINOX,PVRINOX-EQ,13147
IIFL,IIFL-NE,2871
691RJ31B,691RJ31B-SG,5995
LOYALTEX,LOYALTEX-BL,10601
KOTAKIT,KOTAKIT-BL,2632
HCG,HCG-EQ,15555
MAPMYINDIA,MAPMYINDIA-BL,7238
662KA32A,662KA32A-SG,1733
MPHASIS,MPHASIS-EQ,4503
774AP38,774AP38-SG,10719
EBBETF0431,EBBETF0431-BL,22241
BFINVEST,BFINVEST-BL,21116
ARCHIES,ARCHIES-BE,6400
697KA31,697KA31-SG,311
OIL,OIL-EQ,17438
DSPPSBKETF,DSPPSBKETF-BL,17618
CGCL,CGCL-BL,20332
GICL,GICL-SM,18815
BARBEQUE,BARBEQUE-BL,3136
777HR32,777HR32-SG,10652
767WB37,767WB37-SG,13237
744GA33,744GA33-SG,18327
JITFINFRA,JITFINFRA-BE,19695
MSUMI,MSUMI-EQ,8596
735TS30,735TS30-SG,22208
SFMP47GD,SFMP47GD-MF,5181
TANLA,TANLA-EQ,13976
HBLPOWER,HBLPOWER-BL,13969
76GJ32,76GJ32-SG,12667
HONAUT,HONAUT-EQ,3417
BMETRICS,BMETRICS-SM,6052
LYKALABS,LYKALABS-EQ,2028
772GJ35,772GJ35-SG,14553
IBULHSGFIN,IBULHSGFIN-AD,14688
FISTIPD3MD,FISTIPD3MD-MF,18199
769RJ39,769RJ39-SG,14380
524AS24,524AS24-SG,752
BPCL,BPCL-EQ,526
692HP33,692HP33-SG,6881
SAKHTISUG,SAKHTISUG-EQ,2969
741PN42,741PN42-SG,8501
781GJ32,781GJ32-SG,11506
CHAMBLFERT,CHAMBLFERT-EQ,637
VERTEXPLUS,VERTEXPLUS-SM,14491
ANURAS,ANURAS-EQ,2829
HMAAGRO,HMAAGRO-EQ,17053
101NSETEST,101NSETEST-EQ,14772
SAFARI,SAFARI-BL,13037
LEXUS,LEXUS-BL,14463
JUBLFOOD,JUBLFOOD-BL,18099
WELENT,WELENT-BL,12609
785UK30,785UK30-SG,22201
HIKAL,HIKAL-EQ,9668
671TS40,671TS40-SG,1446
ASTRAL,ASTRAL-BL,14420
OSEINTRUST,OSEINTRUST-IV,10435
ZFCVINDIA,ZFCVINDIA-EQ,16915
364D180724,364D180724-TB,17332
PENIND,PENIND-EQ,20621
SUPREMEIND,SUPREMEIND-BL,12798
BPF01D1R,BPF01D1R-MF,18165
INTELLECT,INTELLECT-BL,5934
CENTEXT,CENTEXT-BE,11512
CHAMBLFERT,CHAMBLFERT-BL,12294
BALPHARMA,BALPHARMA-EQ,13441
IIFL,IIFL-NT,13854
705RJ41,705RJ41-SG,3716
713HR32,713HR32-SG,7692
HDFCNIF100,HDFCNIF100-BL,10636
665GJ30,665GJ30-SG,22406
IIFLSEC,IIFLSEC-EQ,13072
KDDL,KDDL-EQ,14908
OMAXE,OMAXE-EQ,14853
SANDUMA,SANDUMA-EQ,18359
72KA31,72KA31-SG,20017
VARDMNPOLY,VARDMNPOLY-BE,6893
RELIABLE,RELIABLE-SM,51
729MP35,729MP35-SG,21950
749PN35,749PN35-SG,18993
684TS40,684TS40-SG,68
GUJAPOLLO,GUJAPOLLO-BL,14680
TRIVENI,TRIVENI-BL,13085
NKIND,NKIND-EQ,2439
AHL,AHL-EQ,13288
WSI,WSI-BE,14832
BLUECOAST,BLUECOAST-BL,12110
APOLLO,APOLLO-EQ,1134
712GJ32,712GJ32-SG,8324
IDFC,IDFC-BL,12461
MANALIPETC,MANALIPETC-BL,13800
SCHAND,SCHAND-EQ,20698
748HP33,748HP33-SG,10958
ACE,ACE-EQ,13587
RIIL,RIIL-BL,12718
BEWLTD,BEWLTD-SM,5662
SATIA,SATIA-BL,11047
SCPL,SCPL-BE,12081
ALKYLAMINE,ALKYLAMINE-BL,15101
BPF01D3D,BPF01D3D-MF,18167
SHREEPUSHK,SHREEPUSHK-BL,10591
677BR28,677BR28-SG,5227
TIMKEN,TIMKEN-BL,14201
GS100526C,GS100526C-GS,4384
72JK29,72JK29-SG,20312
WIPL,WIPL-BL,20484
DSPGOLDETF,DSPGOLDETF-BL,15361
INCREDFIN,INCREDFIN-N6,14045
SHOPERSTOP,SHOPERSTOP-EQ,11813
772AP34,772AP34-SG,10527
MOL,MOL-BL,5395
061NSETEST,061NSETEST-EQ,14762
HIGREEN,HIGREEN-ST,18804
662RJ41,662RJ41-SG,2020
775WB39,775WB39-SG,14446
INVENTURE,INVENTURE-EQ,24870
746TS49,746TS49-SG,10965
SANOFI,SANOFI-EQ,1442
ASHAPURMIN,ASHAPURMIN-BL,12217
SHRADHA,SHRADHA-EQ,708
883GS2023,883GS2023-GS,7042
ATAM,ATAM-EQ,15404
RMFINMRDR2,RMFINMRDR2-MF,22955
KCP,KCP-EQ,1841
SFMP75GR,SFMP75GR-MF,13752
364D110124,364D110124-TB,13728
744TN33A,744TN33A-SG,17119
721TR29,721TR29-SG,22139
735CG30,735CG30-SG,22162
BHAGYANGR,BHAGYANGR-BL,20800
AUSOMENT,AUSOMENT-EQ,4037
629HP26,629HP26-SG,21140
797WB42,797WB42-SG,10454
DEN,DEN-EQ,17722
779TN32,779TN32-SG,11405
678KA32,678KA32-SG,182
AGSTRA,AGSTRA-EQ,7927
SANSERA,SANSERA-EQ,5751
671WB40,671WB40-SG,1443
WEALTH,WEALTH-EQ,1923
MIDHANI,MIDHANI-BL,2466
HINDOILEXP,HINDOILEXP-BL,12445
765RJ32A,765RJ32A-SG,11288
RAMASTEEL,RAMASTEEL-EQ,10300
776PN37,776PN37-SG,9449
TATAMTRDVR,TATAMTRDVR-BL,16968
697RJ51A,697RJ51A-SG,2257
735KA40,735KA40-SG,2404
MASFIN,MASFIN-EQ,199
RELCAPITAL,RELCAPITAL-BL,12712
SAH,SAH-EQ,13689
AMBIKCO,AMBIKCO-EQ,15234
723MN32,723MN32-SG,7855
633AS26,633AS26-SG,4982
NETF,NETF-EQ,7838
705NL31,705NL31-SG,2242
727GJ31,727GJ31-SG,15744
HSCL,HSCL-EQ,14334
SABEVENTS,SABEVENTS-BE,18501
LAURUSLABS,LAURUSLABS-BL,19243
SUMIT,SUMIT-BE,11141
DHRUV,DHRUV-BL,6861
789WB40,789WB40-SG,14844
BIOCON,BIOCON-EQ,11373
TATAINVEST,TATAINVEST-EQ,1621
JAMNAAUTO,JAMNAAUTO-EQ,20778
EIHAHOTELS,EIHAHOTELS-BL,15402
QUINTEGRA,QUINTEGRA-BE,9376
FORCEMOT,FORCEMOT-BL,11577
GULFOILLUB,GULFOILLUB-BL,4397
742AP43,742AP43-SG,16993
677TN24,677TN24-SG,22131
788NL32,788NL32-SG,9923
NACLIND,NACLIND-BL,20428
GOLDSTAR,GOLDSTAR-SM,1
NAVINIFTY,NAVINIFTY-EQ,18668
NELCO,NELCO-BL,12116
66ML30A,66ML30A-SG,1712
SADBHAV,SADBHAV-BE,13240
57BR24,57BR24-SG,63
PALASHSECU,PALASHSECU-BL,21386
743TN53,743TN53-SG,17671
762MZ36,762MZ36-SG,14166
EBBETF0425,EBBETF0425-BL,22245
SHEMAROO,SHEMAROO-BL,5071
HATHWAY,HATHWAY-BL,18157
TCPLPACK,TCPLPACK-BL,188
743MZ37,743MZ37-SG,16268
SENCO,SENCO-BL,17281
AHL,AHL-BL,13296
HINDOILEXP,HINDOILEXP-EQ,1403
ARIES,ARIES-EQ,15204
691UP30,691UP30-SG,22100
JUBLINGREA,JUBLINGREA-BL,2786
MIDCAPETF,MIDCAPETF-EQ,8413
672GA30,672GA30-SG,20913
74CG30,74CG30-SG,16974
IBULHSGFIN,IBULHSGFIN-NE,18636
772UP36,772UP36-SG,13973
DIGISPICE,DIGISPICE-BL,16686
KCK,KCK-SM,10293
KAMOPAINTS,KAMOPAINTS-BE,13817
TRIGYN,TRIGYN-EQ,5428
PGINVIT,PGINVIT-IV,3494
ZYDUSWELL,ZYDUSWELL-EQ,17635
MONTECARLO,MONTECARLO-BL,5941
HEXATRADEX,HEXATRADEX-BL,27011
572BR26,572BR26-SG,1886
768HR33,768HR33-SG,13968
WELCORP,WELCORP-EQ,11821
CHOLAFIN,CHOLAFIN-N6,17928
657RJ30,657RJ30-SG,22056
SHRADHA,SHRADHA-BL,717
TOUCHWOOD,TOUCHWOOD-BL,16911
FAIRCHEMOR,FAIRCHEMOR-EQ,1614
733UP33,733UP33-SG,16049
IBUCCREDIT,IBUCCREDIT-NF,14010
717ML31,717ML31-SG,2551
MOGSEC,MOGSEC-BL,1510
708CG29,708CG29-SG,2380
UTFIAIPIGI,UTFIAIPIGI-MF,24049
ADANIGREEN,ADANIGREEN-EQ,3563
WEWIN,WEWIN-BE,9865
748HR35,748HR35-SG,18954
UTIRQP35P2,UTIRQP35P2-MF,13164
SGBMAY25,SGBMAY25-GB,20980
778MH29,778MH29-SG,21933
775NL33,775NL33-SG,14821
718KL29,718KL29-SG,21912
BFUTILITIE,BFUTILITIE-EQ,14567
GOLDENTOBC,GOLDENTOBC-BZ,11619
69UK30A,69UK30A-SG,309
IRFC,IRFC-NF,11722
BBOX,BBOX-BL,12229
HAVISHA,HAVISHA-BL,13019
714AP35,714AP35-SG,7540
665AP41,665AP41-SG,1871
696TS45,696TS45-SG,7055
PILANIINVS,PILANIINVS-BL,11449
BURNPUR,BURNPUR-BL,15197
BORORENEW,BORORENEW-EQ,3149
706KL38,706KL38-SG,4790
HCLTECH,HCLTECH-EQ,7229
IBUCCREDIT,IBUCCREDIT-NA,4926
ACEINTEG,ACEINTEG-EQ,11779
684MZ34,684MZ34-SG,1090
PPL,PPL-BL,10298
729KA36,729KA36-SG,2566
ATLANTA,ATLANTA-BE,13582
TOKYOPLAST,TOKYOPLAST-EQ,3837
783MN32,783MN32-SG,10368
KELLTONTEC,KELLTONTEC-EQ,13430
IBULHSGFIN,IBULHSGFIN-AY,17535
NIFTY100 LOWVOL30,NIFTY100 LowVol30,99926058
IREDA,IREDA-N5,1391
AKSHAR,AKSHAR-BL,9575
MASPTOP50,MASPTOP50-BL,5788
713AP36,713AP36-SG,4766
HDFCAMC,HDFCAMC-BL,4248
RCF,RCF-EQ,2866
FROG,FROG-SM,11501
70MP31,70MP31-SG,5034
AAREYDRUGS,AAREYDRUGS-BL,5247
GRAUWEIL,GRAUWEIL-EQ,5200
EIDPARRY,EIDPARRY-EQ,916
COUNCODOS,COUNCODOS-BL,16990
YAARI,YAARI-BL,25002
FIDEL,FIDEL-SM,9858
DSPSILVETF,DSPSILVETF-EQ,10761
PTL,PTL-EQ,14101
553KL25,553KL25-SG,21917
ICICIGOLD,ICICIGOLD-BL,19700
182D231123,182D231123-TB,16109
LUMAXIND,LUMAXIND-BL,12564
GS220831C,GS220831C-GS,4431
ARCHIDPLY,ARCHIDPLY-BE,16799
TFL,TFL-BL,14321
HEG,HEG-EQ,1336
PRIVISCL,PRIVISCL-EQ,8825
LAXMICOT,LAXMICOT-EQ,6568
SETFNIFBK,SETFNIFBK-BL,7362
NIFTY PSU BANK,Nifty PSU Bank,99926025
SUBROS,SUBROS-BL,12788
SRF,SRF-BL,12777
MORARJEE,MORARJEE-BL,28881
IBULHSGFIN,IBULHSGFIN-AJ,14696
DHANILOANS,DHANILOANS-NP,13021
689TS51,689TS51-SG,3266
MRPL,MRPL-BL,12608
FICRF3GP,FICRF3GP-MF,18179
758PN42,758PN42-SG,10907
SHRIRAMFIN,SHRIRAMFIN-YV,8621
091NSETEST,091NSETEST-EQ,14769
FISTIPD3WD,FISTIPD3WD-MF,18201
EMSLIMITED,EMSLIMITED-BL,18603
UNIPARTS,UNIPARTS-EQ,13057
787HP34,787HP34-SG,11886
BLAL,BLAL-BL,15069
623RJ27,623RJ27-SG,5877
HUHTAMAKI,HUHTAMAKI-BL,12656
753TN53,753TN53-SG,14280
HCLTECH,HCLTECH-BL,12429
729WB29,729WB29-SG,22153
733AP43,733AP43-SG,16654
705WB31,705WB31-SG,2265
AXISGOLD,AXISGOLD-EQ,20532
PSUBNKBEES,PSUBNKBEES-EQ,15032
664UP30,664UP30-SG,21
RAMAPHO,RAMAPHO-EQ,10568
UTIDGR36P1,UTIDGR36P1-MF,14394
JYOTHYLAB,JYOTHYLAB-BL,15149
NAHARPOLY,NAHARPOLY-EQ,14445
A2ZINFRA,A2ZINFRA-BE,20910
715RJ31,715RJ31-SG,2545
745TS40,745TS40-SG,17667
696PY30,696PY30-SG,7511
BPCL,BPCL-BL,12275
VHL,VHL-BL,12885
69UP30,69UP30-SG,307
CAMPUS,CAMPUS-EQ,9362
745JK53,745JK53-SG,18105
SULA,SULA-EQ,13218
WEIZMANIND,WEIZMANIND-EQ,3748
744KA35,744KA35-SG,8120
656UP30,656UP30-SG,1525
POLYMED,POLYMED-EQ,25718
SAH,SAH-BL,13696
BCG,BCG-EQ,8833
SCPL,SCPL-BL,12083
79HR34,79HR34-SG,10332
SUNDARMFIN,SUNDARMFIN-EQ,3339
709HR29,709HR29-SG,8569
ABSLNN50ET,ABSLNN50ET-EQ,7339
699GA30,699GA30-SG,20862
72AP30,72AP30-SG,20574
SETFNN50,SETFNN50-EQ,7353
717WB32,717WB32-SG,8332
DELTACORP,DELTACORP-EQ,15044
VGUARD,VGUARD-EQ,15362
NILAINFRA,NILAINFRA-BL,9256
SUPREMEINF,SUPREMEINF-BE,15006
CAMS,CAMS-BL,348
NESTLEIND,NESTLEIND-BL,17966
FMGOETZE,FMGOETZE-EQ,1190
TORNTPOWER,TORNTPOWER-BL,13789
766UP33A,766UP33A-SG,14273
AXISBANK,AXISBANK-BL,12862
IIHFL,IIHFL-N8,7645
768KA31,768KA31-SG,11978
684BR30,684BR30-SG,7152
654GA30A,654GA30A-SG,1516
IFCI,IFCI-NH,5759
726GS2032,726GS2032-GS,10722
SBIETFIT,SBIETFIT-BL,745
SJVN,SJVN-EQ,18883
783TS36,783TS36-SG,11415
NEWGEN,NEWGEN-EQ,1164
815JK30,815JK30-SG,22181
GAIL,GAIL-BL,12379
SALZERELEC,SALZERELEC-BL,11419
182D091123,182D091123-TB,15701
HDFCBSE500,HDFCBSE500-EQ,14230
DEN,DEN-BL,17725
763KA37,763KA37-SG,12692
TRIL,TRIL-EQ,15174
80NL30,80NL30-SG,21995
619AS26,619AS26-SG,2123
ASALCBR,ASALCBR-BL,17601
604AS25,604AS25-SG,418
TREJHARA,TREJHARA-BE,7605
NIFTYETF,NIFTYETF-BL,6354
ATGL,ATGL-EQ,6066
744HR35,744HR35-SG,18407
DHANILOANS,DHANILOANS-NO,13017
DNAMEDIA,DNAMEDIA-EQ,641
AURUM,AURUM-EQ,10310
NIRAJISPAT,NIRAJISPAT-BE,18844
SITINET,SITINET-BE,14001
HDFCLOWVOL,HDFCLOWVOL-BL,11550
SONAMCLOCK,SONAMCLOCK-BL,8820
91D021123,91D021123-TB,17681
RAINBOW,RAINBOW-EQ,9408
VSTIND,VSTIND-BL,12887
IBULHSGFIN,IBULHSGFIN-AV,17515
GIPCL,GIPCL-EQ,1145
RAMKY,RAMKY-BL,20137
KDDL,KDDL-BL,14911
IBULHSGFIN,IBULHSGFIN-YQ,9255
IEL,IEL-BE,13307
KARURVYSYA,KARURVYSYA-BL,12536
182D191023,182D191023-TB,15116
744WB42,744WB42-SG,19000
INSPIRISYS,INSPIRISYS-EQ,13730
KOTAKBANK,KOTAKBANK-EQ,1922
TATAMETALI,TATAMETALI-EQ,3423
INDIANCARD,INDIANCARD-BL,12475
47KA23,47KA23-SG,6882
GOKEX,GOKEX-BL,12404
HDFCSML250,HDFCSML250-EQ,14233
PFC,PFC-N8,20028
MAZDOCK,MAZDOCK-BL,521
EIMCOELECO,EIMCOELECO-BL,12344
SGBJUL25,SGBJUL25-GB,21477
687MN31,687MN31-SG,5691
72UP31,72UP31-SG,2387
535RJ25,535RJ25-SG,1513
MARUTI,MARUTI-EQ,10999
GOLDETF,GOLDETF-EQ,14286
NDGL,NDGL-BL,18374
ANANDRATHI,ANANDRATHI-BL,7149
MAHLIFE,MAHLIFE-BL,12388
EMUDHRA,EMUDHRA-BL,9759
ASIANTILES,ASIANTILES-BL,14892
GS220840C,GS220840C-GS,4546
GILT5YBEES,GILT5YBEES-EQ,3172
GOYALALUM,GOYALALUM-BE,11789
768AS32,768AS32-SG,10528
774MH33,774MH33-SG,14378
INFRABEES,INFRABEES-BL,20073
NTPC,NTPC-N7,7377
696HR40,696HR40-SG,20860
728GJ29,728GJ29-SG,21214
UCOBANK,UCOBANK-BL,12853
682BR28,682BR28-SG,5026
69AS30A,69AS30A-SG,294
724AP33,724AP33-SG,21644
LLOYDSME,LLOYDSME-EQ,17313
TIDEWATER,TIDEWATER-EQ,14019
784TS40,784TS40-SG,11768
EICHERMOT,EICHERMOT-EQ,910
KOKUYOCMLN,KOKUYOCMLN-BL,16830
IBULHSGFIN,IBULHSGFIN-BA,17546
DALMIASUG,DALMIASUG-EQ,781
687AP35,687AP35-SG,746
736WB43,736WB43-SG,16379
UTISENSETF,UTISENSETF-BL,10517
718AS30,718AS30-SG,20146
TIINDIA,TIINDIA-EQ,312
MAGSON,MAGSON-SM,17088
655GA30,655GA30-SG,1074
NSIL,NSIL-BL,12122
774TS45,774TS45-SG,10783
BANKINDIA,BANKINDIA-EQ,4745
TCFSL,TCFSL-NK,12956
FDC,FDC-EQ,4898
INDIGRID,INDIGRID-NF,3433
MITTAL,MITTAL-BL,18835
689UP31,689UP31-SG,5565
GICHSGFIN,GICHSGFIN-EQ,1139
KICL,KICL-BL,21122
REPRO,REPRO-EQ,13126
NIFTY MNC,Nifty MNC,99926022
NIFTY MIDSML 400,NIFTY MIDSML 400,99926063
ADL,ADL-BL,246
SURANASOL,SURANASOL-BL,21080
131NSETEST,131NSETEST-EQ,14778
698HR41,698HR41-SG,2146
ZENITHEXPO,ZENITHEXPO-BL,12905
MANINDS,MANINDS-EQ,11884
NV20BEES,NV20BEES-EQ,9847
781GA32,781GA32-SG,9779
748WB37,748WB37-SG,7911
INDIANHUME,INDIANHUME-EQ,1530
PGEL,PGEL-BL,25361
INDIAGLYCO,INDIAGLYCO-EQ,1521
MOGSEC,MOGSEC-EQ,1507
757TN53,757TN53-SG,14455
DEVYANI,DEVYANI-BL,5379
707HR37,707HR37-SG,4784
PRITI,PRITI-EQ,8304
STLTECH,STLTECH-BL,12785
REPRO,REPRO-BL,13130
JPPOWER,JPPOWER-BL,12522
INDIGRID,INDIGRID-NC,3422
714TS33,714TS33-SG,7538
SAFARI,SAFARI-EQ,13035
8HR30,8HR30-SG,21031
AXISCETF,AXISCETF-EQ,5732
NHBTF2023,NHBTF2023-N7,1767
RCF,RCF-BL,12709
LT,LT-EQ,11483
702WB31,702WB31-SG,5039
WORTH,WORTH-BL,22280
SETFNIF50,SETFNIF50-EQ,10176
TTL,TTL-EQ,14314
NAHARSPING,NAHARSPING-EQ,14440
765TN29,765TN29-SG,10234
737JK35,737JK35-SG,16069
BALKRISHNA,BALKRISHNA-BL,10184
744JK53,744JK53-SG,17672
70NL31,70NL31-SG,6103
698GJ31,698GJ31-SG,5334
182D010224,182D010224-TB,17682
GANGAFORGE,GANGAFORGE-BE,4959
679MP40,679MP40-SG,1095
SHALPAINTS,SHALPAINTS-EQ,15342
H1158D46RQ,H1158D46RQ-MF,10507
762TN33,762TN33-SG,13602
645MH27,645MH27-SG,599
NEULANDLAB,NEULANDLAB-BL,16945
688AP35,688AP35-SG,21054
SKFINDIA,SKFINDIA-EQ,3186
HCG,HCG-BL,15590
SAPPHIRE,SAPPHIRE-BL,6725
KAKATCEM,KAKATCEM-EQ,1811
NELCAST,NELCAST-BL,14763
68MH31,68MH31-SG,4579
665PN50A,665PN50A-SG,1757
SEQUENT,SEQUENT-BL,14344
SCHAND,SCHAND-BL,20701
750MZ30,750MZ30-SG,22016
ASIANPAINT,ASIANPAINT-BL,12220
IRFC,IRFC-N2,31128
SFMP43DD,SFMP43DD-MF,3354
MAHSCOOTER,MAHSCOOTER-BL,12576
748PN42,748PN42-SG,9099
SUPRAJIT,SUPRAJIT-EQ,11689
75TR30,75TR30-SG,22137
RHFL,RHFL-BL,21736
JINDALPHOT,JINDALPHOT-BL,12513
HUDCO,HUDCO-EQ,20825
PGEL,PGEL-EQ,25358
JSWHL,JSWHL-BL,12517
TTKPRESTIG,TTKPRESTIG-EQ,3546
ASTRON,ASTRON-BE,880
UIAIPRPIII,UIAIPRPIII-MF,24103
ESTER,ESTER-BL,24268
727SK32,727SK32-SG,7900
785MP32,785MP32-SG,10198
CEATLTD,CEATLTD-EQ,15254
LIQUID,LIQUID-EQ,17572
72ML29,72ML29-SG,22011
MFSL,MFSL-EQ,2142
NACLIND,NACLIND-EQ,20425
ORCHPHARMA,ORCHPHARMA-BL,930
736AP34,736AP34-SG,16066
SGBSEP28VI,SGBSEP28VI-GB,149
687RJ25,687RJ25-SG,22067
364D161123,364D161123-TB,11991
GANGESSECU,GANGESSECU-EQ,21399
728KL30,728KL30-SG,21908
BSLIQPIRG,BSLIQPIRG-MF,22853
732TN33,732TN33-SG,16029
CMSINFO,CMSINFO-BL,7608
TEXRAIL,TEXRAIL-BL,21831
POCL,POCL-BL,14387
UCOBANK,UCOBANK-EQ,11223
HARDWYN,HARDWYN-EQ,8962
574GS2026,574GS2026-GS,6695
706CG29,706CG29-SG,2740
PIDILITIND,PIDILITIND-EQ,2664
KRITIKA,KRITIKA-BL,9302
678SK31,678SK31-SG,3643
CONSOFINVT,CONSOFINVT-BL,12309
UJAAS,UJAAS-BE,25540
SETFGOLD,SETFGOLD-EQ,17272
704TN30A,704TN30A-SG,8134
KAPSTON,KAPSTON-EQ,18967
GS020124C,GS020124C-GS,3982
AHIMSA,AHIMSA-SM,10769
HERCULES,HERCULES-EQ,15288
SONATSOFTW,SONATSOFTW-BL,12771
769TS32,769TS32-SG,14533
LALPATHLAB,LALPATHLAB-EQ,11654
SGBMAY29I,SGBMAY29I-GB,3742
729GR2033,729GR2033-GS,14973
TCS,TCS-EQ,11536
TATAMOTORS,TATAMOTORS-EQ,3456
IBULHSGFIN,IBULHSGFIN-ZY,13487
AURDIS,AURDIS-SM,18762
UNICHEMLAB,UNICHEMLAB-EQ,3579
PASUPTAC,PASUPTAC-BL,6047
746MP32,746MP32-SG,10957
INFOMEDIA,INFOMEDIA-EQ,13693
JETFREIGHT,JETFREIGHT-BE,7213
ERFLNCDI,ERFLNCDI-N5,2252
PRAJIND,PRAJIND-BL,12681
705TS41,705TS41-SG,3725
717RJ30,717RJ30-SG,22044
SECURCRED,SECURCRED-BL,11528
AARON,AARON-BL,1039
L&TFINANCE,L&TFINANCE-Y9,15802
TIMESGTY,TIMESGTY-BL,12833
765PN42,765PN42-SG,11981
805RJ37,805RJ37-SG,10474
791TS43,791TS43-SG,10269
NIACL,NIACL-BL,402
SGBDE30III,SGBDE30III-GB,13642
780AP33,780AP33-SG,21050
704AP41,704AP41-SG,3692
SASTASUNDR,SASTASUNDR-BL,20066
733NL33,733NL33-SG,16035
SUNTECK,SUNTECK-BL,17644
N1NSETEST,N1NSETEST-EQ,12848
CORALFINAC,CORALFINAC-EQ,4007
720MZ30,720MZ30-SG,22015
746SK33,746SK33-SG,18701
HNGSNGBEES,HNGSNGBEES-BL,18285
RAMANEWS,RAMANEWS-BL,13567
NIFTY MIDCAP 50,Nifty Midcap 50,99926014
21STCENMGM,21STCENMGM-BL,12910
UTIRQP35P3,UTIRQP35P3-MF,13949
77MH30,77MH30-SG,11590
CROWN,CROWN-EQ,8083
ROUTE,ROUTE-BL,138
66MH31,66MH31-SG,21937
GIRRESORTS,GIRRESORTS-IT,9935
SFMP47DR,SFMP47DR-MF,5180
DIXON,DIXON-BL,21693
AUROIMPEX,AUROIMPEX-SM,15869
ANMOL,ANMOL-BE,3732
734RJ33A,734RJ33A-SG,16646
OSWALSEEDS,OSWALSEEDS-EQ,14305
NIDO,NIDO-N5,17864
MTEDUCARE,MTEDUCARE-BE,31413
ENIL,ENIL-BL,13196
LPDC,LPDC-EQ,16863
AWHCL,AWHCL-BL,1804
HINDNATGLS,HINDNATGLS-BE,17050
ONGC,ONGC-EQ,2475
729KL49,729KL49-SG,16092
NAVINIFTY,NAVINIFTY-BL,18670
IBUCCREDIT,IBUCCREDIT-NL,14032
RAYMOND,RAYMOND-EQ,2859
SHANTI,SHANTI-EQ,5650
SRPL,SRPL-BL,145
NXST,NXST-BL,15832
INDIANB,INDIANB-EQ,14309
ASHOKAMET,ASHOKAMET-BE,16947
AXISBNKETF,AXISBNKETF-BL,1048
L&TFINANCE,L&TFINANCE-NO,9624
BLUECOAST,BLUECOAST-BE,8552
726KA25,726KA25-SG,13593
VEDL,VEDL-EQ,3063
NHPC,NHPC-N5,31486
COASTCORP,COASTCORP-BL,6009
TRIL,TRIL-BL,15177
662WB35,662WB35-SG,22341
NIFTY ALPHA 50,NIFTY Alpha 50,99926059
693JH30,693JH30-SG,428
695HP29,695HP29-SG,21141
PAR,PAR-BL,5646
ABSLFTTIDN,ABSLFTTIDN-MF,4964
DEVYANI,DEVYANI-EQ,5373
DHAMPURSUG,DHAMPURSUG-EQ,857
NIFTYBEES,NIFTYBEES-BL,13048
SUNDARMHLD,SUNDARMHLD-EQ,2183
PENTAGON,PENTAGON-SM,17132
799WB35,799WB35-SG,22175
72JH35,72JH35-SG,2391
BODALCHEM,BODALCHEM-BL,25020
KRISHANA,KRISHANA-BL,12869
VENUSPIPES,VENUSPIPES-BL,9597
645RJ27A,645RJ27A-SG,7894
URAVI,URAVI-BL,17082
UFO,UFO-BE,9053
SPAL,SPAL-EQ,18252
TCFSL,TCFSL-NF,5058
IBULHSGFIN,IBULHSGFIN-ZW,13482
IIHFL,IIHFL-NE,7674
766RJ43,766RJ43-SG,13994
67JK30,67JK30-SG,23
68GS2060,68GS2060-GS,22438
SFMP71GR,SFMP71GR-MF,12288
CMSINFO,CMSINFO-EQ,7603
763KL43,763KL43-SG,12726
456GS2023,456GS2023-GS,6962
BAJAJ-AUTO,BAJAJ-AUTO-BL,16672
77AP29,77AP29-SG,14421
SURANI,SURANI-SM,8513
714KL35,714KL35-SG,7541
ICICISILVE,ICICISILVE-EQ,7942
KOKUYOCMLN,KOKUYOCMLN-BE,16831
78TN42,78TN42-SG,11877
UTISXN50,UTISXN50-EQ,9168
KAMATHOTEL,KAMATHOTEL-BL,12534
YASHO,YASHO-BL,18133
GS171224C,GS171224C-GS,4095
